Pos_X,Pos_Y,Node_A,Node_B,Node_C,Node_D,Node_E,Node_F,Node_G,Node_H,Node_I,Node_J,Node_K,Node_L
267,400,-59,-58,-59,-56,-56,-76,-55,-20,-50,-50,-54,-75
267,400,-59,-58,-59,-58,-56,-76,-55,-20,-50,-50,-54,-75
267,400,-59,-58,-59,-58,-63,-76,-55,-20,-50,-50,-54,-75
267,400,-59,-58,-59,-58,-63,-76,-55,-20,-50,-50,-54,-75
267,400,-59,-58,-59,-58,-63,-76,-54,-20,-52,-50,-54,-75
267,400,-59,-58,-59,-58,-63,-76,-55,-20,-52,-50,-54,-75
267,400,-59,-58,-59,-58,-63,-76,-55,-20,-52,-50,-54,-66
267,400,-59,-60,-64,-58,-63,-69,-54,-20,-52,-47,-54,-68
267,400,-59,-60,-64,-58,-63,-68,-54,-20,-52,-47,-57,-68
267,400,-59,-60,-64,-58,-63,-65,-54,-20,-52,-47,-57,-68
267,400,-59,-60,-64,-58,-63,-65,-57,-20,-52,-47,-57,-68
267,400,-59,-60,-64,-58,-63,-65,-57,-20,-52,-47,-56,-68
267,400,-59,-60,-64,-61,-63,-65,-57,-20,-52,-48,-54,-68
267,400,-59,-55,-64,-56,-63,-65,-57,-20,-52,-48,-55,-68
267,400,-59,-55,-64,-56,-63,-65,-57,-20,-52,-48,-55,-68
267,400,-59,-55,-63,-56,-63,-65,-57,-20,-52,-48,-55,-68
267,400,-58,-57,-63,-56,-63,-65,-55,-20,-52,-47,-55,-64
267,400,-58,-57,-63,-56,-63,-65,-55,-20,-52,-47,-54,-64
267,400,-58,-57,-65,-56,-63,-65,-55,-20,-52,-47,-54,-64
267,400,-58,-57,-65,-56,-63,-65,-55,-20,-52,-47,-54,-64
267,400,-58,-57,-65,-56,-63,-65,-55,-20,-52,-47,-54,-64
267,400,-58,-57,-65,-59,-63,-66,-53,-20,-52,-47,-54,-68
267,400,-58,-57,-65,-59,-63,-66,-53,-20,-52,-47,-54,-68
267,400,-58,-57,-65,-59,-63,-66,-53,-20,-61,-47,-54,-68
267,400,-58,-55,-66,-59,-63,-62,-53,-20,-61,-47,-54,-68
267,400,-58,-55,-66,-59,-63,-62,-53,-20,-58,-47,-54,-68
267,400,-58,-55,-66,-59,-63,-62,-54,-20,-58,-48,-54,-68
267,400,-58,-55,-66,-59,-63,-62,-54,-20,-58,-48,-54,-63
267,400,-58,-55,-66,-59,-63,-62,-54,-20,-58,-48,-72,-63
267,400,-58,-55,-66,-59,-63,-62,-54,-20,-58,-48,-72,-63
267,400,-58,-55,-66,-56,-60,-62,-55,-20,-58,-47,-72,-63
267,400,-58,-55,-66,-56,-60,-62,-55,-20,-58,-47,-72,-63
267,400,-58,-54,-66,-56,-60,-62,-55,-20,-55,-48,-58,-63
267,400,-58,-54,-66,-56,-60,-62,-55,-20,-55,-48,-57,-72
267,400,-58,-54,-60,-56,-60,-62,-55,-20,-55,-48,-57,-72
267,400,-58,-54,-61,-56,-60,-64,-55,-20,-55,-48,-57,-66
267,400,-58,-54,-61,-56,-60,-64,-55,-20,-55,-48,-57,-66
267,400,-58,-54,-61,-56,-60,-64,-55,-20,-55,-48,-57,-66
267,400,-58,-54,-61,-56,-60,-66,-54,-20,-55,-48,-57,-66
267,400,-65,-54,-61,-56,-58,-66,-54,-20,-55,-48,-56,-64
267,400,-65,-54,-61,-56,-58,-66,-54,-20,-55,-48,-56,-65
267,400,-65,-55,-61,-56,-58,-64,-53,-20,-55,-48,-56,-65
267,400,-65,-56,-61,-56,-58,-68,-53,-20,-55,-47,-56,-65
267,400,-65,-56,-61,-56,-58,-67,-52,-20,-55,-47,-56,-74
267,400,-62,-56,-61,-56,-63,-67,-52,-20,-55,-47,-56,-74
267,400,-61,-56,-61,-56,-62,-66,-52,-20,-55,-47,-56,-67
267,400,-61,-56,-61,-56,-62,-66,-52,-20,-55,-47,-54,-67
267,400,-61,-56,-61,-56,-62,-66,-52,-20,-55,-47,-54,-67
267,400,-61,-56,-61,-56,-62,-59,-52,-20,-55,-47,-54,-67
267,400,-61,-56,-61,-56,-62,-59,-52,-20,-55,-47,-54,-67
267,400,-61,-56,-66,-56,-62,-61,-52,-20,-56,-47,-54,-67
267,400,-72,-56,-66,-56,-57,-60,-52,-20,-56,-48,-54,-67
267,400,-72,-56,-68,-56,-56,-60,-52,-20,-56,-44,-54,-67
267,400,-72,-56,-68,-56,-55,-60,-52,-20,-56,-44,-54,-67
267,400,-66,-56,-68,-56,-55,-60,-52,-20,-56,-44,-54,-67
267,400,-67,-56,-68,-56,-55,-59,-52,-20,-58,-50,-53,-61
267,400,-67,-56,-68,-56,-55,-59,-52,-20,-58,-50,-53,-77
