Pos_X,Pos_Y,Node_A,Node_B,Node_C,Node_D,Node_E,Node_F,Node_G,Node_H,Node_I,Node_J,Node_K,Node_L
134,400,-56,-55,-67,-61,-62,-56,-50,-50,-22,-42,-63,-59
134,400,-56,-55,-67,-61,-62,-56,-50,-50,-22,-42,-63,-59
134,400,-56,-58,-67,-61,-74,-54,-50,-50,-22,-42,-62,-59
134,400,-56,-58,-60,-61,-74,-55,-50,-50,-22,-42,-62,-59
134,400,-56,-57,-61,-61,-74,-55,-50,-50,-22,-41,-62,-59
134,400,-56,-57,-61,-61,-74,-55,-50,-50,-22,-42,-62,-59
134,400,-56,-57,-61,-61,-74,-55,-50,-50,-22,-42,-62,-59
134,400,-56,-57,-61,-61,-74,-55,-50,-51,-22,-42,-62,-59
134,400,-56,-57,-61,-61,-74,-55,-50,-51,-22,-42,-62,-59
134,400,-56,-57,-61,-61,-74,-55,-50,-51,-22,-42,-62,-63
134,400,-56,-57,-61,-61,-74,-55,-50,-51,-22,-42,-62,-63
134,400,-58,-57,-61,-61,-74,-55,-50,-51,-22,-42,-62,-69
134,400,-57,-57,-61,-61,-74,-55,-50,-51,-22,-42,-62,-69
134,400,-57,-57,-61,-61,-74,-55,-50,-51,-22,-42,-62,-69
134,400,-57,-57,-56,-65,-74,-59,-51,-51,-22,-42,-62,-69
134,400,-57,-57,-56,-65,-74,-59,-51,-51,-22,-42,-62,-69
134,400,-56,-57,-56,-65,-64,-59,-51,-51,-22,-42,-62,-69
134,400,-56,-57,-56,-64,-67,-59,-51,-51,-22,-42,-62,-69
134,400,-56,-55,-56,-64,-67,-59,-51,-50,-22,-42,-62,-69
134,400,-56,-55,-56,-64,-70,-59,-51,-50,-22,-42,-62,-69
134,400,-56,-55,-56,-64,-70,-59,-51,-50,-22,-42,-62,-69
134,400,-56,-55,-58,-63,-70,-59,-51,-50,-22,-42,-62,-69
134,400,-56,-56,-58,-63,-70,-59,-51,-50,-22,-42,-57,-69
134,400,-61,-56,-58,-63,-70,-59,-51,-52,-22,-42,-57,-69
134,400,-61,-56,-58,-63,-70,-59,-51,-52,-22,-41,-57,-69
134,400,-61,-60,-57,-63,-70,-59,-51,-52,-22,-41,-57,-69
134,400,-61,-60,-57,-63,-64,-61,-51,-52,-22,-41,-57,-74
134,400,-62,-60,-57,-63,-65,-58,-51,-52,-22,-41,-57,-74
134,400,-62,-55,-57,-63,-65,-57,-51,-52,-22,-41,-56,-72
134,400,-57,-55,-57,-63,-64,-57,-51,-52,-22,-41,-55,-72
134,400,-57,-55,-57,-63,-64,-57,-51,-52,-22,-41,-55,-72
134,400,-57,-55,-57,-63,-65,-57,-51,-52,-22,-41,-53,-72
134,400,-57,-55,-57,-63,-65,-57,-51,-52,-22,-42,-53,-72
134,400,-57,-55,-57,-63,-65,-57,-51,-52,-22,-42,-53,-72
134,400,-56,-55,-57,-74,-61,-57,-51,-53,-22,-42,-53,-72
134,400,-56,-55,-57,-74,-61,-57,-51,-53,-22,-42,-53,-72
134,400,-56,-55,-57,-74,-61,-57,-51,-53,-22,-42,-53,-61
134,400,-56,-59,-62,-74,-61,-57,-51,-53,-22,-41,-53,-61
134,400,-56,-59,-62,-74,-61,-57,-51,-51,-22,-41,-53,-61
134,400,-56,-59,-62,-74,-61,-57,-51,-51,-22,-41,-53,-61
134,400,-56,-59,-62,-74,-61,-57,-51,-51,-22,-41,-53,-61
134,400,-56,-59,-62,-74,-61,-57,-51,-55,-22,-41,-53,-61
134,400,-56,-59,-62,-74,-61,-57,-51,-55,-22,-40,-53,-61
134,400,-56,-62,-62,-74,-70,-59,-51,-55,-22,-40,-50,-61
134,400,-56,-62,-64,-74,-70,-58,-52,-55,-22,-40,-50,-61
134,400,-57,-62,-66,-74,-70,-56,-50,-53,-22,-43,-50,-61
134,400,-57,-62,-66,-74,-70,-59,-50,-53,-22,-43,-53,-61
134,400,-57,-62,-66,-74,-70,-59,-50,-53,-22,-43,-54,-61
134,400,-57,-62,-66,-74,-70,-59,-50,-53,-22,-43,-54,-61
134,400,-54,-62,-66,-74,-70,-59,-50,-53,-22,-41,-54,-61
134,400,-54,-62,-66,-74,-70,-59,-51,-53,-22,-41,-54,-61
134,400,-54,-62,-66,-74,-70,-59,-51,-53,-22,-41,-54,-61
134,400,-54,-62,-66,-74,-70,-59,-51,-52,-22,-41,-54,-61
134,400,-54,-62,-66,-74,-70,-59,-51,-52,-22,-41,-54,-61
134,400,-54,-55,-67,-74,-70,-59,-51,-52,-22,-41,-54,-61
134,400,-56,-55,-67,-74,-70,-59,-51,-52,-22,-41,-54,-61
134,400,-56,-55,-65,-74,-70,-59,-51,-52,-22,-41,-54,-61
134,400,-56,-57,-64,-74,-65,-59,-51,-52,-22,-41,-54,-61
134,400,-56,-57,-64,-65,-65,-59,-51,-53,-22,-41,-54,-61
134,400,-56,-57,-64,-65,-65,-59,-51,-53,-22,-41,-54,-61
