Pos_X,Pos_Y,Node_A,Node_B,Node_C,Node_D,Node_E,Node_F,Node_G,Node_H,Node_I,Node_J,Node_K,Node_L
200,200,-62,-47,-49,-59,-61,-58,-55,-60,-62,-61,-53,-72
200,200,-62,-47,-49,-59,-61,-58,-65,-60,-62,-61,-53,-72
200,200,-62,-47,-49,-67,-61,-57,-65,-60,-62,-61,-53,-72
200,200,-62,-47,-49,-67,-61,-57,-65,-60,-62,-61,-53,-72
200,200,-62,-47,-49,-67,-61,-57,-65,-60,-62,-61,-53,-72
200,200,-62,-47,-49,-67,-61,-64,-65,-60,-62,-61,-53,-72
200,200,-62,-59,-55,-67,-61,-66,-65,-60,-62,-61,-53,-58
200,200,-62,-59,-55,-67,-61,-63,-65,-60,-62,-61,-53,-58
200,200,-62,-63,-55,-67,-61,-63,-65,-55,-62,-61,-53,-58
200,200,-62,-63,-55,-67,-63,-63,-65,-55,-54,-61,-53,-58
200,200,-62,-63,-55,-67,-63,-57,-65,-55,-54,-61,-53,-56
200,200,-62,-63,-55,-67,-63,-57,-65,-55,-54,-61,-53,-56
200,200,-59,-63,-55,-67,-63,-57,-65,-55,-54,-61,-53,-56
200,200,-59,-63,-55,-67,-63,-57,-65,-55,-54,-61,-53,-56
200,200,-59,-63,-58,-67,-63,-56,-61,-53,-54,-56,-60,-56
200,200,-59,-63,-58,-67,-63,-56,-61,-53,-60,-56,-60,-57
200,200,-59,-66,-58,-67,-63,-56,-61,-53,-60,-56,-60,-57
200,200,-59,-66,-58,-53,-63,-56,-61,-53,-60,-56,-60,-57
200,200,-59,-66,-58,-53,-63,-56,-61,-53,-60,-56,-60,-58
200,200,-59,-66,-64,-53,-63,-56,-61,-53,-60,-56,-60,-57
200,200,-59,-66,-64,-53,-63,-56,-61,-53,-60,-56,-60,-57
200,200,-59,-66,-64,-53,-63,-56,-61,-53,-60,-56,-60,-57
200,200,-64,-59,-64,-54,-63,-56,-61,-53,-60,-56,-60,-57
200,200,-64,-59,-64,-54,-63,-56,-61,-53,-60,-56,-60,-57
200,200,-64,-59,-64,-54,-63,-59,-61,-53,-60,-63,-60,-56
200,200,-64,-56,-64,-54,-63,-59,-61,-53,-60,-63,-60,-52
200,200,-64,-55,-64,-52,-63,-59,-56,-54,-51,-63,-60,-51
200,200,-64,-55,-62,-52,-56,-59,-55,-54,-52,-63,-60,-51
200,200,-64,-55,-62,-52,-56,-59,-55,-53,-53,-63,-60,-51
200,200,-64,-55,-62,-52,-57,-59,-55,-53,-53,-63,-60,-51
200,200,-64,-55,-62,-52,-57,-59,-53,-54,-53,-63,-60,-51
200,200,-64,-55,-62,-52,-57,-59,-53,-54,-53,-63,-56,-51
200,200,-64,-55,-62,-52,-57,-59,-53,-54,-53,-63,-56,-51
200,200,-64,-55,-71,-53,-57,-60,-53,-53,-53,-63,-56,-50
200,200,-64,-55,-71,-53,-57,-60,-53,-53,-53,-63,-56,-49
200,200,-64,-53,-71,-53,-57,-60,-53,-54,-53,-63,-56,-49
200,200,-64,-53,-66,-53,-57,-60,-53,-54,-53,-63,-56,-49
200,200,-64,-53,-66,-54,-57,-60,-53,-54,-53,-63,-56,-49
200,200,-64,-53,-66,-54,-57,-60,-53,-54,-53,-57,-63,-49
200,200,-63,-53,-66,-54,-56,-60,-53,-54,-53,-59,-63,-49
200,200,-63,-55,-66,-56,-54,-60,-53,-58,-53,-59,-67,-49
200,200,-63,-55,-66,-56,-54,-60,-53,-58,-55,-59,-67,-50
200,200,-63,-55,-66,-56,-54,-60,-53,-58,-58,-59,-67,-50
200,200,-63,-54,-66,-56,-54,-60,-53,-58,-58,-59,-67,-50
200,200,-63,-57,-66,-67,-54,-56,-53,-58,-58,-59,-67,-50
200,200,-63,-57,-66,-67,-54,-56,-53,-58,-58,-59,-67,-50
200,200,-63,-57,-66,-67,-54,-56,-53,-58,-58,-59,-67,-50
200,200,-63,-55,-66,-67,-63,-56,-53,-58,-58,-59,-67,-50
200,200,-63,-55,-66,-54,-63,-63,-55,-58,-70,-59,-67,-50
200,200,-60,-55,-66,-54,-63,-60,-55,-58,-70,-59,-67,-50
200,200,-60,-55,-66,-54,-63,-60,-55,-58,-70,-59,-67,-50
200,200,-60,-55,-66,-54,-57,-60,-55,-58,-70,-59,-67,-50
200,200,-58,-55,-66,-54,-57,-64,-67,-56,-56,-59,-67,-58
200,200,-58,-55,-66,-54,-57,-64,-67,-56,-56,-59,-67,-58
200,200,-58,-55,-66,-54,-57,-64,-67,-56,-56,-66,-67,-58
200,200,-58,-55,-66,-54,-57,-64,-67,-56,-55,-67,-64,-57
200,200,-58,-60,-66,-54,-57,-64,-71,-61,-55,-63,-64,-57
200,200,-58,-56,-66,-54,-63,-64,-71,-59,-49,-63,-64,-57
200,200,-58,-56,-66,-54,-63,-64,-71,-59,-49,-63,-64,-57
200,200,-58,-56,-52,-54,-63,-62,-71,-59,-49,-63,-64,-57
