Pos_X,Pos_Y,Node_A,Node_B,Node_C,Node_D,Node_E,Node_F,Node_G,Node_H,Node_I,Node_J,Node_K,Node_L
267,267,-54,-57,-65,-62,-57,-55,-68,-71,-55,-65,-63,-68
267,267,-54,-57,-65,-62,-57,-55,-60,-71,-57,-65,-63,-61
267,267,-55,-57,-65,-56,-62,-65,-60,-69,-57,-67,-61,-61
267,267,-55,-57,-65,-56,-62,-65,-60,-69,-57,-67,-61,-61
267,267,-54,-57,-54,-56,-62,-70,-60,-69,-57,-61,-61,-61
267,267,-54,-57,-54,-56,-62,-68,-60,-69,-53,-87,-61,-61
267,267,-54,-57,-54,-53,-62,-68,-60,-66,-53,-87,-66,-62
267,267,-54,-57,-54,-53,-62,-68,-62,-59,-53,-87,-66,-65
267,267,-54,-57,-50,-53,-62,-68,-62,-59,-53,-80,-66,-67
267,267,-54,-57,-50,-53,-62,-68,-62,-60,-53,-80,-66,-77
267,267,-54,-50,-50,-53,-62,-68,-62,-60,-53,-66,-60,-63
267,267,-54,-50,-50,-53,-62,-68,-62,-60,-53,-66,-60,-63
267,267,-54,-50,-54,-53,-62,-68,-62,-60,-53,-58,-60,-63
267,267,-54,-50,-55,-53,-62,-68,-62,-60,-53,-58,-60,-63
267,267,-51,-50,-55,-53,-54,-68,-62,-60,-53,-58,-60,-63
267,267,-51,-50,-55,-53,-54,-68,-62,-60,-53,-58,-60,-63
267,267,-51,-50,-54,-52,-54,-56,-68,-60,-54,-58,-60,-63
267,267,-51,-50,-54,-52,-54,-56,-68,-60,-54,-58,-61,-63
267,267,-51,-50,-54,-52,-54,-56,-68,-60,-54,-58,-61,-63
267,267,-51,-50,-54,-52,-54,-56,-68,-60,-54,-58,-61,-63
267,267,-51,-51,-54,-52,-54,-56,-68,-60,-54,-58,-61,-63
267,267,-51,-51,-54,-52,-54,-56,-68,-68,-54,-58,-61,-63
267,267,-54,-50,-54,-52,-54,-58,-68,-68,-54,-62,-59,-63
267,267,-54,-50,-54,-52,-54,-58,-68,-68,-54,-62,-59,-63
267,267,-54,-51,-54,-50,-53,-58,-68,-69,-54,-62,-59,-63
267,267,-54,-50,-54,-50,-52,-58,-68,-74,-54,-62,-59,-63
267,267,-54,-50,-54,-50,-53,-58,-68,-64,-54,-62,-54,-63
267,267,-50,-50,-53,-50,-53,-58,-73,-65,-54,-62,-54,-63
267,267,-50,-50,-53,-50,-53,-58,-73,-71,-54,-58,-54,-63
267,267,-50,-50,-53,-50,-53,-58,-73,-71,-54,-58,-54,-63
267,267,-50,-50,-53,-50,-53,-57,-73,-71,-53,-58,-65,-63
267,267,-50,-50,-52,-50,-53,-57,-73,-71,-53,-58,-65,-63
267,267,-52,-50,-53,-50,-53,-59,-73,-72,-53,-52,-63,-63
267,267,-52,-50,-53,-50,-53,-59,-73,-72,-53,-52,-63,-60
267,267,-52,-50,-54,-50,-52,-58,-71,-72,-53,-52,-63,-60
267,267,-52,-50,-54,-50,-52,-58,-71,-72,-53,-52,-63,-57
267,267,-52,-50,-54,-50,-52,-58,-71,-72,-53,-52,-63,-57
267,267,-52,-51,-54,-54,-54,-58,-71,-72,-53,-52,-66,-57
267,267,-52,-51,-54,-54,-54,-59,-71,-72,-53,-52,-66,-57
267,267,-52,-51,-54,-54,-54,-59,-71,-72,-53,-52,-66,-57
267,267,-52,-51,-54,-50,-54,-59,-65,-72,-53,-52,-66,-57
267,267,-52,-51,-54,-50,-55,-59,-65,-72,-53,-53,-66,-57
267,267,-52,-52,-54,-50,-54,-59,-65,-72,-53,-55,-66,-57
267,267,-52,-54,-54,-51,-54,-59,-65,-72,-53,-55,-66,-57
267,267,-52,-46,-54,-50,-54,-59,-65,-76,-53,-55,-66,-57
267,267,-52,-46,-54,-50,-54,-59,-65,-76,-53,-55,-66,-57
267,267,-52,-46,-54,-50,-54,-59,-65,-76,-53,-55,-66,-57
267,267,-54,-46,-54,-50,-54,-59,-65,-76,-53,-55,-66,-57
267,267,-54,-46,-54,-50,-54,-59,-65,-76,-53,-55,-66,-59
267,267,-54,-46,-53,-50,-54,-59,-65,-76,-53,-55,-66,-59
267,267,-54,-46,-53,-50,-54,-59,-65,-70,-53,-55,-66,-61
267,267,-54,-46,-53,-50,-54,-59,-65,-70,-53,-55,-66,-61
267,267,-53,-46,-53,-50,-54,-58,-65,-70,-62,-52,-66,-60
267,267,-53,-46,-53,-50,-54,-58,-66,-70,-62,-53,-66,-60
267,267,-51,-46,-54,-50,-54,-58,-66,-70,-61,-53,-66,-59
