0,-19,-47,-57,-59,-54,-45,-54,-55,0,-50,-52,-50
0,-21,-36,-56,-59,-72,-48,-54,-58,0,-50,-52,-50
0,-21,-36,-56,-59,-72,-48,-54,-58,0,-50,-52,-50
0,-21,-36,-56,-59,-72,-48,-54,-58,0,-50,-52,-50
0,-19,-36,-54,-63,-72,-48,-58,-60,0,-50,-52,-44
0,-19,-36,-54,-63,-72,-48,-58,-60,0,-50,-52,-44
0,-19,-37,-62,-61,-72,-48,-58,-60,0,-50,-52,-44
0,-19,-37,-62,-61,-72,-48,-59,-60,0,-50,-52,-45
0,-19,-37,-62,-61,-72,-48,-59,-60,0,-50,-52,-45
0,-19,-39,-62,-61,-54,-48,-59,-56,0,-49,-52,-45
0,-19,-39,-62,-61,-54,-48,-59,-56,0,-49,-52,-44
0,-20,-38,-62,-61,-54,-48,-59,-56,0,-49,-52,-44
0,-20,-38,-62,-61,-53,-48,-62,-56,0,-49,-52,-45
0,-20,-38,-62,-61,-53,-48,-62,-56,0,-49,-52,-45
0,-20,-38,-52,-61,-53,-48,-62,-56,0,-49,-52,-45
0,-20,-38,-52,-61,-53,-48,-62,-56,-52,-43,-52,-51
0,-20,-39,-59,-54,-62,-48,-52,-54,-52,-43,-52,-51
0,-20,-39,-59,-54,-62,-48,-52,-54,-52,-54,-52,-51
0,-20,-39,-59,-54,-62,-48,-52,-54,-52,-54,-52,-51
0,-19,-39,-59,-54,-62,-48,-52,-54,-52,-54,-52,-51
0,-19,-39,-59,-54,-62,-48,-63,-55,-52,-54,-52,-46
0,-19,-39,-59,-54,-62,-48,-63,-55,-52,-54,-52,-46
0,-21,-39,-62,-54,-62,-48,-63,-55,-52,-54,-52,-46
0,-21,-39,-62,-54,-62,-48,-58,-57,-52,-52,-54,-46
0,-21,-39,-62,-54,-62,-48,-58,-57,-52,-52,-54,-46
0,-20,-41,-62,-58,-54,-47,-58,-57,-52,-52,-54,-54
0,-20,-41,-62,-58,-54,-47,-58,-57,-52,-52,-54,-54
0,-20,-38,-55,-58,-54,-47,-58,-57,-52,-52,-54,-54
0,-20,-38,-55,-58,-54,-47,-58,-58,-52,-52,-54,-42
0,-20,-38,-55,-58,-54,-47,-58,-58,-52,-52,-54,-42
