0.5,0.5,-49,-41,-57,-62,-65,-62,-61,-67,-66,-67,-53,-55
0.5,0.5,-53,-41,-60,-62,-65,-63,-61,-67,-72,-67,-53,-55
0.5,0.5,-53,-41,-60,-62,-65,-63,-61,-67,-72,-67,-53,-55
0.5,0.5,-53,-41,-60,-62,-62,-63,-61,-67,-72,-67,-53,-55
0.5,0.5,-53,-45,-60,-62,-62,-63,-61,-67,-72,-67,-53,-55
0.5,0.5,-53,-43,-60,-62,-62,-63,-60,-67,-72,-67,-53,-55
0.5,0.5,-53,-43,-56,-62,-58,-63,-60,-67,-72,-64,-53,-56
0.5,0.5,-53,-43,-56,-58,-56,-63,-58,-73,-72,-64,-55,-55
0.5,0.5,-53,-43,-56,-58,-56,-63,-58,-73,-72,-64,-55,-55
0.5,0.5,-44,-43,-56,-58,-56,-63,-58,-73,-72,-64,-55,-55
0.5,0.5,-44,-42,-56,-58,-56,-63,-58,-73,-72,-64,-55,-55
0.5,0.5,-44,-42,-56,-61,-55,-63,-62,-73,-72,-64,-55,-55
0.5,0.5,-44,-42,-56,-64,-55,-63,-62,-73,-72,-63,-54,-55
0.5,0.5,-44,-42,-56,-64,-55,-57,-62,-73,-72,-63,-53,-55
0.5,0.5,-49,-42,-56,-64,-55,-57,-62,-73,-72,-63,-53,-55
0.5,0.5,-49,-42,-56,-62,-55,-57,-62,-73,-72,-63,-53,-55
0.5,0.5,-49,-42,-56,-62,-55,-57,-62,-73,-72,-63,-53,-55
0.5,0.5,-49,-42,-56,-62,-62,-57,-62,-73,-72,-63,-53,-55
0.5,0.5,-49,-42,-55,-62,-62,-59,-62,-71,-73,-63,-54,-58
0.5,0.5,-49,-42,-55,-62,-62,-59,-62,-69,-73,-63,-54,-58
0.5,0.5,-49,-42,-54,-62,-62,-59,-62,-69,-73,-63,-54,-58
0.5,0.5,-49,-42,-54,-62,-62,-59,-62,-69,-73,-63,-54,-58
0.5,0.5,-48,-42,-54,-62,-62,-59,-62,-69,-73,-63,-54,-58
0.5,0.5,-48,-38,-54,-62,-62,-59,-62,-69,-73,-63,-52,-55
0.5,0.5,-48,-44,-54,-62,-62,-59,-62,-69,-73,-63,-52,-55
0.5,0.5,-48,-44,-54,-62,-61,-59,-62,-69,-73,-63,-52,-58
0.5,0.5,-48,-44,-54,-62,-61,-61,-62,-69,-73,-62,-52,-58
0.5,0.5,-48,-46,-54,-61,-59,-61,-62,-69,-73,-63,-52,-58
0.5,0.5,-48,-46,-54,-61,-59,-61,-62,-69,-73,-63,-52,-58
0.5,0.5,-48,-46,-54,-61,-59,-61,-62,-69,-73,-63,-52,-58
0.5,0.5,-48,-46,-54,-62,-63,-61,-62,-75,-73,-63,-52,-58
0.5,0.5,-48,-43,-54,-62,-63,-61,-62,-75,-73,-63,-52,-58
0.5,0.5,-51,-43,-54,-62,-63,-61,-62,-75,-73,-63,-52,-58
0.5,0.5,-51,-43,-54,-62,-63,-61,-62,-75,-73,-63,-52,-58
0.5,0.5,-51,-43,-54,-62,-58,-61,-61,-75,-73,-63,-52,-61
0.5,0.5,-50,-43,-54,-62,-58,-59,-61,-75,-73,-62,-52,-61
0.5,0.5,-50,-43,-54,-62,-58,-58,-61,-75,-73,-62,-52,-61
