Pos_X,Pos_Y,Node_A,Node_B,Node_C,Node_D,Node_E,Node_F,Node_G,Node_H,Node_I,Node_J,Node_K,Node_L
3,0.5,-52,-54,-58,-56,-56,-51,-55,-62,-60,-69,-59,-63
3,0.5,-52,-54,-51,-56,-56,-51,-55,-62,-63,-69,-59,-63
3,0.5,-52,-54,-51,-56,-56,-51,-55,-61,-63,-69,-59,-63
3,0.5,-52,-54,-51,-56,-56,-51,-55,-61,-63,-69,-59,-63
3,0.5,-52,-54,-51,-56,-56,-52,-55,-61,-63,-69,-59,-63
3,0.5,-52,-54,-51,-56,-56,-52,-55,-61,-63,-69,-59,-63
3,0.5,-52,-54,-51,-55,-56,-52,-55,-58,-56,-69,-59,-63
3,0.5,-52,-51,-51,-55,-56,-52,-55,-58,-56,-69,-59,-63
3,0.5,-52,-51,-51,-55,-60,-52,-55,-58,-56,-65,-59,-63
3,0.5,-52,-51,-51,-55,-60,-52,-55,-58,-56,-65,-59,-58
3,0.5,-52,-51,-46,-64,-60,-63,-64,-58,-56,-65,-59,-59
3,0.5,-52,-51,-46,-64,-60,-63,-64,-58,-56,-65,-59,-59
3,0.5,-52,-51,-46,-64,-53,-63,-64,-58,-56,-65,-56,-59
3,0.5,-52,-51,-46,-64,-53,-63,-64,-58,-56,-65,-57,-59
3,0.5,-52,-51,-46,-61,-53,-63,-68,-58,-62,-65,-60,-58
3,0.5,-52,-51,-54,-61,-53,-63,-68,-58,-62,-70,-60,-58
3,0.5,-52,-51,-54,-61,-53,-63,-68,-58,-62,-70,-60,-58
3,0.5,-52,-51,-54,-61,-53,-63,-68,-58,-62,-70,-60,-58
3,0.5,-52,-51,-63,-60,-54,-63,-63,-58,-62,-70,-60,-58
3,0.5,-52,-54,-63,-60,-54,-63,-63,-58,-62,-70,-60,-58
3,0.5,-58,-54,-63,-60,-52,-63,-67,-61,-62,-70,-60,-57
3,0.5,-58,-54,-63,-60,-52,-63,-67,-61,-62,-70,-60,-57
3,0.5,-58,-54,-63,-60,-52,-63,-67,-61,-62,-70,-60,-57
3,0.5,-58,-54,-63,-60,-52,-63,-67,-62,-62,-70,-60,-57
3,0.5,-58,-54,-52,-60,-52,-63,-67,-62,-62,-70,-60,-57
3,0.5,-57,-54,-52,-60,-52,-63,-67,-62,-62,-70,-59,-57
3,0.5,-57,-54,-52,-60,-52,-63,-67,-62,-64,-70,-59,-57
3,0.5,-57,-54,-52,-60,-52,-63,-64,-62,-62,-70,-58,-57
3,0.5,-57,-54,-52,-60,-52,-63,-64,-65,-62,-70,-58,-57
3,0.5,-56,-54,-52,-60,-52,-63,-64,-65,-62,-70,-58,-57
3,0.5,-56,-54,-52,-60,-52,-63,-64,-65,-62,-70,-58,-57
3,0.5,-56,-54,-52,-62,-52,-60,-64,-65,-62,-67,-58,-57
3,0.5,-56,-54,-52,-62,-52,-60,-66,-65,-62,-67,-58,-57
3,0.5,-56,-54,-52,-60,-52,-60,-66,-65,-62,-67,-58,-57
3,0.5,-56,-54,-54,-60,-52,-60,-66,-65,-62,-67,-58,-57
3,0.5,-56,-54,-54,-60,-52,-60,-66,-65,-62,-67,-58,-57
3,0.5,-56,-54,-54,-60,-52,-60,-66,-65,-62,-67,-58,-57
3,0.5,-56,-54,-54,-60,-52,-60,-66,-65,-62,-67,-57,-57
3,0.5,-57,-54,-54,-60,-52,-60,-66,-65,-62,-67,-58,-57
3,0.5,-58,-54,-54,-59,-52,-56,-66,-65,-63,-67,-57,-57
3,0.5,-58,-54,-54,-63,-52,-57,-62,-65,-63,-67,-57,-57
3,0.5,-58,-54,-54,-61,-49,-56,-63,-65,-63,-69,-57,-57
3,0.5,-58,-54,-54,-61,-50,-55,-63,-61,-63,-69,-57,-57
3,0.5,-58,-54,-54,-61,-50,-60,-63,-61,-61,-69,-57,-57
3,0.5,-58,-50,-54,-54,-50,-57,-63,-61,-61,-69,-57,-57
3,0.5,-58,-50,-54,-54,-50,-57,-63,-61,-61,-69,-57,-57
3,0.5,-58,-50,-54,-54,-50,-57,-63,-61,-61,-69,-57,-57
3,0.5,-58,-50,-54,-54,-57,-57,-63,-61,-61,-69,-57,-57
3,0.5,-60,-50,-52,-54,-55,-66,-63,-61,-61,-69,-61,-57
3,0.5,-58,-50,-52,-54,-55,-66,-63,-61,-61,-69,-61,-57
